Area,Year,Quarter,Overall_hpi,Overall_YoY,Low_hpi,Low_YoY,Mid_hpi,Mid_YoY,High_hpi,High_YoY
"Sherman-Denison",2015,3,116.857819508,0.107713999,,,,,,
"Sherman-Denison",2015,4,120.125974101,0.109125919,,,,,,
"Sherman-Denison",2016,1,123.604880645,0.118334519,,,,,,
"Sherman-Denison",2016,2,125.696454033,0.104185677,,,,,,
"Sherman-Denison",2016,3,131.706144800,0.127063172,,,,,,
"Sherman-Denison",2016,4,129.200285238,0.075539958,,,,,,
"Sherman-Denison",2017,1,129.294752069,0.046032740,,,,,,
"Sherman-Denison",2017,2,135.443492024,0.077544255,,,,,,
"Sherman-Denison",2017,3,141.041568836,0.070880702,,,,,,
"Sherman-Denison",2017,4,140.779052671,0.089618745,,,,,,
"Sherman-Denison",2018,1,145.101155407,0.122250927,,,,,,
"Sherman-Denison",2018,2,148.041881518,0.093015834,,,,,,
"Sherman-Denison",2018,3,151.569204025,0.074642073,,,,,,
"Sherman-Denison",2018,4,149.371511317,0.061035065,,,,,,
"Sherman-Denison",2019,1,148.379983709,0.022596844,,,,,,
"Sherman-Denison",2019,2,155.208578899,0.048409931,,,,,,
"Sherman-Denison",2019,3,156.135469836,0.030126606,,,,,,
"Sherman-Denison",2019,4,158.738276965,0.062707845,,,,,,
"Sherman-Denison",2020,1,163.254202118,0.100244103,,,,,,
"Sherman-Denison",2020,2,163.384863636,0.052679335,,,,,,
"Sherman-Denison",2020,3,167.627579388,0.073603451,,,,,,
"Sherman-Denison",2020,4,169.165791514,0.065689981,,,,,,
"Sherman-Denison",2021,1,175.255910030,0.073515460,,,,,,
"Sherman-Denison",2021,2,189.567318801,0.160250188,,,,,,
"Sherman-Denison",2021,3,201.419742742,0.201590713,,,,,,
"Sherman-Denison",2021,4,211.476766817,0.250115433,,,,,,
"Sherman-Denison",2022,1,221.970805853,0.266552470,,,,,,
"Sherman-Denison",2022,2,239.081175404,0.261194054,,,,,,
"Sherman-Denison",2022,3,234.005481049,0.161780259,,,,,,
"Sherman-Denison",2022,4,232.163212045,0.097818997,,,,,,
"Sherman-Denison",2023,1,234.017600290,0.054271976,,,,,,
